App,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
10 Best Foods for You,Positive,0.4707328206587227,0.49545471424337406
104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室,Positive,0.3924045634920635,0.5455162698412699
11st,Positive,0.18594278406778406,0.45534044659044665
1800 Contacts - Lens Store,Positive,0.3181447736291486,0.5910984848484848
1LINE – One Line with One Touch,Positive,0.19629029961266803,0.5573153053087264
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Positive,0.4495659722222222,0.5205729166666667
21-Day Meditation Experience,Positive,0.25801367845117845,0.5510479902042402
"2Date Dating App, Love and matching",Positive,0.2802671702652353,0.5583907406662825
2GIS: directory & navigator,Positive,0.22312904265873015,0.3966579365079365
2RedBeans,Positive,0.4121991790261021,0.5978684477915248
2ndLine - Second Phone Number,Positive,0.16896820887445888,0.3770225018037518
30 Day Fitness Challenge - Workout at Home,Positive,0.33353687339286414,0.5585879078678617
365Scores - Live Scores,Positive,0.4383116883116883,0.6396103896103896
3D Live Neon Weed Launcher,Positive,0.5681818181818181,0.4
4 in a Row,Positive,0.28114351851851854,0.5781031746031746
4K Wallpapers and Ultra HD Backgrounds,Positive,0.17932800224466894,0.594328202661536
591房屋交易-租屋、中古屋、新建案、實價登錄、別墅透天、公寓套房、捷運、買房賣房行情、房價房貸查詢,Neutral,0.08079241071428571,0.3217280801209373
591房屋交易-香港,Positive,0.22291666666666668,0.31342592592592594
7 Cups: Anxiety & Stress Chat,Positive,0.3246701388888889,0.5671585648148147
7 Day Food Journal Challenge,Positive,0.18941137566137567,0.6002028218694886
7 Minute Workout,Positive,0.41027777777777774,0.6212481962481963
7 Weeks - Habit & Goal Tracker,Positive,0.14282013621299336,0.49746949974628546
8 Ball Pool,Negative,0.0012520071606734009,0.4913517369146038
850 Sports News Digest,Positive,0.5428597480561766,0.6924202606002057
8fit Workouts & Meal Planner,Positive,0.2648642413061273,0.5346484758473062
95Live -SG#1 Live Streaming App,Positive,0.06900233100233101,0.4559274799274799
A Call From Santa Claus!,Positive,0.008293862999745357,0.6577408804430863
A Word A Day,Positive,0.2772727272727273,0.6690340909090909
A&E - Watch Full Episodes of TV Shows,Positive,0.35388257575757576,0.49546326754385966
A+ Gallery - Photos & Videos,Positive,0.2088149162103866,0.40287027819257787
A+ Mobile,Positive,0.3295922619047619,0.522708380574452
ABC Kids - Tracing & Phonics,Positive,0.36777017277017277,0.5095799695799695
ABC News - US & World News,Negative,-0.04236183905380334,0.4111693465264894
ABC Preschool Free,Positive,0.22080488040123458,0.4229706790123457
ABCmouse.com,Positive,0.18250385802469135,0.5238508597883598
AC - Tips & News for Android™,Positive,0.09841655071119357,0.4841472548615406
ACE Elite,Positive,0.25217091550424886,0.44258938592271924
"AD - Nieuws, Sport, Regio & Entertainment",Positive,0.16182364314883113,0.46580603989438574
AMC Theatres,Positive,0.13569444444444442,0.5781944444444445
ANA,Negative,-0.026024764844209285,0.3005272633744856
"AOL - News, Mail & Video",Positive,0.09218199309108398,0.3985407465710496
AP Mobile - Breaking News,Positive,0.1951159148207759,0.47140920486406596
APE Weather ( Live Forecast),Positive,0.4323232323232323,0.5066498316498317
"APUS Launcher - Theme, Wallpaper, Hide Apps",Positive,0.44747311827956987,0.5185483870967742
ARY NEWS,Positive,0.23374426078971533,0.43835169880624425
ARY NEWS URDU,Positive,0.24342580213903742,0.5183455882352942
ASOS,Positive,0.31691663660413655,0.5864045214045215
ASUS Calling Screen,Neutral,0.06316393097643097,0.4153295604858105
ASUS Cover for ZenFone 2,Positive,0.07638888888888888,0.44305555555555554
ASUS Quick Memo,Neutral,0.02916666666666665,0.33333333333333337
ASUS Sound Recorder,Positive,0.5167708333333333,0.5952976190476191
ASUS SuperNote,Positive,0.19279142355229312,0.484638308551352
"AT&T Navigator: Maps, Traffic",Positive,0.07130096542927515,0.41218410352646806
AT&T Smart Wi-Fi,Positive,0.1895487012987013,0.4328650238650239
AT&T Visual Voicemail,Positive,0.029975541125541127,0.45259386724386724
"AVG Cleaner – Speed, Battery & Memory Booster",Positive,0.2736637188208617,0.5824492063492064
Abs Training-Burn belly fat,Positive,0.21741882334004728,0.4469090862840863
Account Manager,Negative,-0.08763520281275963,0.4564656849884123
Accounting App - Zoho Books,Positive,0.44866448692152916,0.5223977196512407
AccuWeather: Daily Forecast & Live Weather Reports,Positive,0.20072330975773356,0.4937064606400544
Acorn TV: World-class TV from Britain and Beyond,Positive,0.0860583905828471,0.5070377689942908
Acorns - Invest Spare Change,Neutral,0.04666666666666667,0.20388888888888887
AdWords Express,Neutral,0.1948439393939394,0.2716686868686869
Ada - Your Health Guide,Positive,0.3032562929106828,0.5554172335600908
Add Text To Photo,Positive,0.22970324746060042,0.4007626922823001
Adobe Acrobat Reader,Positive,0.15506166298122315,0.48715842842000245
Adobe Photoshop Express:Photo Editor Collage Maker,Positive,0.18538849807599805,0.486466274135917
Advanced Task Killer,Positive,0.13885152116402114,0.43680291005291
Agar.io,Negative,-0.06060223338072603,0.45973048669739847
Age Calculator,Positive,0.1313830266955267,0.6030233698593074
Agoda – Hotel Booking Deals,Positive,0.4795306122448979,0.6043673469387756
Air Traffic,Positive,0.29464074593335954,0.4859695165945166
AirAsia,Negative,-0.1036063011063011,0.43236171236171234
AirBrush: Easy Photo Editor,Positive,0.3520497384559884,0.4650115740740741
Airbnb,Positive,0.1080045398230162,0.49490795255052167
Airport + Flight Tracker Radar,Positive,0.08928481240981238,0.42453282828282823
Airway Ex - Intubate. Anesthetize. Train.,Positive,0.22094190098096347,0.49310152810152813
Akinator,Positive,-0.01489888966932038,0.4953002693665287
AlReader -any text book reader,Positive,0.2455511849261849,0.41257682132682133
Alarm Clock,Positive,0.17466728294853293,0.371872185813158
Alarm Clock Free,Positive,0.15576177498971616,0.35684034219748506
Alfred Home Security Camera,Positive,0.33757424242424244,0.4758727272727273
"AliExpress - Smarter Shopping, Better Living",Positive,0.038380545534712186,0.6177662898829566
All Email Providers,Positive,0.21500000000000002,0.6066666666666667
All Events in City,Positive,0.5028597402597402,0.5618210678210679
All Football - Latest News & Videos,Positive,0.43206329477813854,0.5105386453823954
"All Football GO- Live Score, Games",Positive,0.5265151515151515,0.5140277777777779
All Language Translator Free,Positive,0.3927835497835498,0.5550324675324675
All Maths Formulas,Positive,0.354636544011544,0.421768278018278
All Mental disorders,Positive,0.1986024636532449,0.4228739316239316
All Social Networks,Negative,-0.10641024212715389,0.5138202177724237
All Video Downloader 2018,Positive,0.3826797385620915,0.5417320261437909
"All-In-One Toolbox: Cleaner, Booster, App Manager",Positive,0.26733509335782063,0.5456981066071975
All-in-One Mahjong 3 FREE,Positive,0.5,0.6
Allegiant,Positive,0.2333333333333333,0.2333333333333333
Allrecipes Dinner Spinner,Positive,0.2729995443153338,0.5816768246373509
Alto's Adventure,Positive,0.03982694182829145,0.5261316988814583
Amazon Drive,Positive,0.1298491985987103,0.4733768187830688
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",Positive,0.3425348246524717,0.5080825644943292
Amazon Kindle,Positive,0.06519186713433872,0.46011748819829623
Amazon Prime Video,Positive,0.46111111111111114,0.5555555555555556
Amazon Shopping,Positive,0.1820225865037373,0.4624378936759889
Amazon for Tablets,Positive,0.10113604797979796,0.37119065656565653
American Airlines,Positive,-0.07563614410998132,0.48372397843328074
Amex Mobile,Positive,0.17566632595799261,0.4177012452568008
Amino: Communities and Chats,Positive,0.04758960435151364,0.5375361254760332
Amtrak,Negative,-0.028284245516388376,0.369246213442642
Anatomy Learning - 3D Atlas,Positive,0.22653244999599165,0.48883272206188877
Ancestry,Positive,0.27263030438253655,0.5161272868415725
AndroZip™ FREE File Manager,Positive,0.11732338494838494,0.39017196692196693
"Android Auto - Maps, Media, Messaging & Voice",Positive,0.28779230407542616,0.5447434959291718
Android Messages,Positive,0.071675937548939,0.5132160195532288
Anger of stick 5 : zombie,Positive,0.11944444444444441,0.5027777777777778
Angry Birds 2,Positive,0.002282199760648026,0.49623943585150476
Angry Birds Classic,Negative,-0.007537394764251821,0.5348862663965559
Angry Birds Rio,Negative,-0.038924252279907035,0.4715201068772497
Animal Planet GO,Positive,0.2735714285714286,0.45373677248677247
Animated Photo Editor,Positive,0.29185714285714287,0.5463650793650794
Anime Avatar Creator: Make Your Own Avatar,Positive,0.20215771508819977,0.5931982912212505
Anime Manga Coloring Book,Positive,0.3609907670454546,0.5071180555555556
Anthem Anywhere,Negative,-0.08797731435231436,0.3850360223821762
Anthem BC Anywhere,Negative,-0.12323348694316437,0.36789554531490015
"Any.do: To-do list, Calendar, Reminders & Planner",Positive,0.21603763727971087,0.4500429534831867
Apartment Decorating Ideas,Positive,0.245,0.2
"Apartment List: Housing, Apt, and Property Rentals",Positive,0.4664228723404255,0.5809655146534579
"Apartment, Home Rental Search: Realtor.com Rentals",Positive,-0.003732900432900429,0.48327186147186146
Apartments & Rentals - Zillow,Positive,0.29299168634395906,0.462912321264594
Apartments.com Rental Search,Positive,0.07240305487588096,0.4129084844302236
Apex Launcher,Positive,0.1061327486171236,0.4681670875420875
Apk Installer,Positive,0.19391694725028058,0.4882034632034632
App vault,Negative,-0.04353505760732322,0.4761634199134199
AppLock,Negative,0.016233349983349996,0.4999414474414474
AppLock - Fingerprint,Positive,0.20993951418951418,0.5643250329105592
Apple Daily 蘋果動新聞,Positive,0.08276605928566712,0.32993794150656897
Aprender inglés con Wlingua,Positive,0.3996215213358071,0.5617165532879819
Archos File Manager,Positive,0.1152958152958153,0.4863489736070381
Arrow.io,Positive,0.08073817355889723,0.45664369256474513
Asana: organize team projects,Positive,0.2306454630830486,0.5227672402646754
Ascape VR: 360° Virtual Travel,Positive,0.1509645061728395,0.5006944444444444
Asphalt 8: Airborne,Positive,0.004450410725820944,0.5135438903805984
Associated Credit Union Mobile,Positive,0.3880928287981859,0.5595348639455783
Asteroids 3D live wallpaper,Positive,0.253524397462264,0.48231736087307936
Atlan3D Navigation: Korea navigator,Positive,0.2781841981321148,0.39801614858906526
AutoCAD - DWG Viewer & Editor,Positive,0.11960119548661215,0.48721443101651435
AutoScout24 Switzerland – Find your new car,Positive,0.4169514157014157,0.5583655083655084
Avakin Life - 3D virtual world,Positive,0.08085916643028912,0.5053262068732377
Aviary Effects: Classic,Positive,0.10624119358661768,0.538079149507721
Aviary Stickers: Free Pack,Positive,0.0658285525785526,0.6725140465140466
Azar,Positive,0.06840380917580306,0.48170581984440686
Azpen eReader,Positive,0.24262422360248445,0.5973257418909593
B612 - Beauty & Filter Camera,Positive,0.08178212791982326,0.5275852272727273
BBC Media Player,Positive,-0.028519833754208763,0.43761078042328044
BBC News,Positive,0.0969990437252342,0.38892420043213694
BBC Sport,Positive,0.16657655269900168,0.4234672895132079
BBM - Free Calls & Messages,Positive,0.1544232523738662,0.46189045214045216
BBVA Compass Banking,Positive,0.2055902244649166,0.4824433106575964
BBVA Spain,Positive,0.515085705540251,0.5946316246884429
BBW Dating & Curvy Singles Chat- LargeFriends,Positive,0.18276632996632997,0.45742092352092356
BBW Dating & Plus Size Chat,Positive,0.13124668499668501,0.49101675539175543
BBWCupid - BBW Dating App,Positive,0.12691173304809666,0.47169284419284424
BELONG Beating Cancer Together,Positive,0.35058287290195184,0.4141634626338574
BEST CAR SOUNDS,Positive,0.3076986076986077,0.5282896532896533
BET NOW - Watch Shows,Neutral,0.0510880756974507,0.40812905844155845
BEYBLADE BURST app,Negative,-0.01392739590656258,0.4690503362378362
BIG Launcher,Positive,0.18498650308025308,0.41012519511738266
BLK - Swipe. Match. Chat.,Positive,0.30767763519549235,0.5519399908953481
BZWBK24 mobile,Positive,0.3268825522303783,0.5547810559006211
BaBe - Baca Berita,Positive,0.18680555555555553,0.4090277777777778
BaBe Lite - Baca Berita Hemat Kuota,Positive,0.31442307692307697,0.43333333333333335
BaBe+ - Berita Indonesia,Positive,0.365625,0.4479166666666667
Babbel – Learn Languages,Positive,0.3916361531986532,0.4983976758195508
Babbel – Learn Spanish,Positive,0.3093640734265734,0.5447092028342028
Baby ABC in box! Kids alphabet games for toddlers!,Positive,0.28577512577512576,0.4947191022191022
Baby Monitor,Positive,0.2742230725623583,0.49213548752834463
Baby Name Together,Positive,0.2859856284856285,0.49526973401973406
Baby Panda Care,Positive,0.17201893939393936,0.5404242424242424
Baby Panda Learns Shapes,Positive,0.2475370012870013,0.3571943371943372
Baby Panda Musical Genius,Positive,0.2277602521352521,0.48696199446199445
Baby Panda’s Juice Shop,Positive,0.10833333333333328,0.4916666666666667
Baby Tiger Care - My Cute Virtual Pet Friend,Positive,0.19518518518518518,0.36296296296296293
Baby puzzles,Positive,0.07949984276689925,0.5072541012452412
"Baca- Berita Terbaru, Informasi, Gosip dan Politik",Positive,0.2440754132231405,0.48291191132100225
Backgrounds (HD Wallpapers),Positive,0.26443175805675806,0.599070847362514
Backgrounds HD (Wallpapers),Positive,0.35387590187590184,0.5209487734487734
BaconReader for Reddit,Positive,0.2280863229009162,0.4700780805894442
Bad Piggies,Negative,0.007940659648845768,0.5389492408533662
Badoo - Free Chat & Dating App,Positive,0.1284891774891775,0.41610276875901875
Bagan - Myanmar Keyboard,Positive,0.29119916907636634,0.4197362012987013
Banco Itaú,Positive,0.07654520652958152,0.3643950216450217
Banco do Brasil,Positive,0.22347267316017314,0.47966436688311687
Bancomer móvil,Negative,-0.07185252074314573,0.3070278550814265
Banfield Pet Health Tracker,Positive,0.08254051373973248,0.49524039849039847
Bangla Newspaper – Prothom Alo,Positive,0.1693530701754386,0.4352339181286549
Banjo,Positive,0.23085021228771227,0.46412157310875257
Bank of America Mobile Banking,Positive,0.1800268291975881,0.4850038651824366
BankMobile Vibe App,Positive,0.35345457682414205,0.5646099190664409
Banorte Movil,Positive,0.116998667998668,0.5673119519369519
Banque Populaire,Negative,0.032322092452300805,0.32675855780022445
Barbie Life™,Positive,0.16261297182349813,0.3933479532163743
Barbie Magical Fashion,Positive,0.08473276471512356,0.5782083847305621
Barbie™ Fashion Closet,Positive,0.048600288600288595,0.47649350649350647
Barclays US for Android,Negative,0.017928003998316493,0.41255418771043767
Barcode Scanner,Positive,0.38627013377013375,0.4835820560820561
Baritastic - Bariatric Tracker,Positive,0.41827673686267436,0.571031492647564
Baseball Boy!,Negative,0.012272397197141398,0.4744802114272896
Basketball FRVR - Shoot the Hoop and Slam Dunk!,Positive,0.1024642857142857,0.4600272108843538
Basketball Stars,Positive,0.013905112685626995,0.4871262763528012
Bathroom Decorating Ideas,Positive,0.36267578125,0.5115454545454545
Battlelands Royale,Positive,0.040406194848324126,0.5142119465462056
Be A Legend: Soccer,Negative,-0.09925060033337468,0.4743972818025296
BeSoccer - Soccer Live Score,Positive,0.3567684784351451,0.40465388007054676
BeWild Free Dating & Chat App,Positive,0.17037221276530484,0.5180704969575584
Beautiful Design Birthday Cake,Positive,0.2703075396825396,0.519702380952381
Beautiful Widgets Free,Positive,0.013460700757575748,0.5222924031986531
Beautiful Widgets Pro,Positive,0.17941837105155556,0.5016910966315729
Beauty Camera - Selfie Camera,Positive,0.19999366181657846,0.4508201058201058
Beauty Makeup Snappy Collage Photo Editor - Lidow,Positive,0.1532142857142857,0.4769047619047619
BeautyPlus - Easy Photo Editor & Selfie Camera,Neutral,0.3,0.30000000000000004
Bed Time Fan - White Noise Sleep Sounds,Positive,0.78125,0.6
Best Car Wallpapers,Negative,-0.13333333333333328,0.48888888888888893
Best Fiends - Free Puzzle Game,Positive,0.3249999999999999,0.5375
Best Ovulation Tracker Fertility Calendar App Glow,Positive,0.5953125,0.5416666666666666
"Best Wallpapers Backgrounds(100,000+ 4K HD)",Positive,0.30042929292929293,0.38994949494949493
Best Wallpapers QHD,Positive,0.4722514455782313,0.6184401360544217
"BestCam Selfie-selfie, beauty camera, photo editor",Neutral,-0.03798581048581047,0.4216201699535033
BetterMe: Weight Loss Workouts,Positive,0.29227532274407275,0.49825571575571576
Betterment,Positive,0.14325219763259925,0.5105452301501409
BeyondMenu Food Delivery,Positive,0.4087426900584795,0.6176803118908382
BeyondPod Podcast Manager,Positive,0.1124582652900175,0.5457182367896654
Bible,Positive,0.36349543739121704,0.5336252466987003
Big Days - Events Countdown,Positive,0.28541372721928276,0.4996270576131687
"BigOven Recipes, Meal Planner, Grocery List & More",Positive,0.3282224025974026,0.49978214060245313
"BiggerCity: Chat for gay bears, chubs & chasers",Positive,0.21167546399141793,0.5781575964057872
Bike Computer - GPS Cycling Tracker,Positive,0.28197840354090353,0.47691442816442814
Binaural Beats Meditation,Positive,0.35351810515873017,0.5643201884920634
Binaural Beats Therapy,Positive,0.2832687528520862,0.4587343135259802
BioLife Plasma Services,Positive,0.15480616605616607,0.4577038503824218
Birdays – Birthday reminder,Positive,0.35544993857493856,0.5550068737568737
Birds Sounds Ringtones & Wallpapers,Positive,0.3507882882882883,0.4158108108108108
Black People Meet Singles Date,Positive,0.24934125871422946,0.5053452310676337
Block Puzzle,Positive,0.035221354404960235,0.5367871126316935
Block Puzzle Classic Legend !,Positive,0.15090698653198653,0.5360595538720538
Blogaway for Android (Blogger),Positive,0.19725448933782266,0.3590662578162578
Blogger,Positive,0.12512580694159642,0.5200550796321473
Bloglovin',Positive,0.13395250871813372,0.46937849187849184
Blood Donor,Positive,0.20522144852501994,0.36418214831905305
Blood Pressure,Positive,0.44494301994301994,0.5866809116809117
Blood Pressure Log - MyDiary,Positive,0.32505491150053645,0.5914018250499501
Blood Pressure(BP) Diary,Neutral,0.08768325424575425,0.355830704018204
Bloomberg Professional,Positive,-0.023352723665223663,0.3632434613997114
Bloomberg: Market & Financial News,Neutral,0.054705447330447333,0.3379659090909091
Blossom Blast Saga,Negative,0.005714461079044404,0.5138021835417669
BluTV,Positive,0.28028073593073594,0.4214222943722944
Blur Image Background,Positive,0.372717803030303,0.643939393939394
Blur Image Background Editor (Blur Photo Editor),Positive,0.23310994560994563,0.530530303030303
Booking.com Travel Deals,Positive,0.014176835317460314,0.4009321581196581
Bowmasters,Positive,0.06141544934739928,0.5005483488208554
Box,Positive,0.41000050875050875,0.43508648758648755
Boxed Wholesale,Positive,0.28700849999248434,0.4857461067867318
Boys Photo Editor - Six Pack & Men's Suit,Positive,0.28350877192982454,0.4792982456140351
Brain Waves - Binaural Beats,Positive,0.22173148899711398,0.5443468915343915
Branch,Positive,0.26422979797979795,0.44464553386428385
Brasileirão Pro 2018 - Série A e B,Positive,0.5508720238095238,0.5441656746031747
"Breaking News, Local news, Attacks and Alerts Free",Positive,0.21704599412932749,0.37713519333889706
Brightest Flashlight Free ®,Positive,0.4925714285714286,0.5224523809523809
Brightest LED Flashlight,Positive,0.3741989087301587,0.6228819444444444
Brilliant,Positive,0.2416548327664399,0.49085035301999586
Brit + Co,Positive,0.12312466179653678,0.5189175234487734
British Airways,Positive,0.20510616367759224,0.3991548134405278
Browser 4G,Positive,0.33708361185383245,0.4429032976827094
Bualuang mBanking,Neutral,0.004322019211725096,0.34824705387205385
Bubble Shooter,Positive,0.2536763602776534,0.5156595926423513
Bubble Shooter 2,Positive,0.28484848484848485,0.5234848484848486
Bubble Shooter Genies,Positive,0.04798845598845597,0.529732683982684
Bubble Shooter Space,Positive,0.18493055555555551,0.4974305555555556
Bubble Witch 3 Saga,Positive,0.06538467779287191,0.5379182096492003
Buienradar - weer,Positive,0.08678947292786578,0.4887794863866292
Build a Bridge!,Positive,0.08835631019497298,0.5132795923161372
Bukalapak - Jual Beli Online,Negative,0.009039564506154375,0.4232744828136533
BukuBayi - Perkembangan Bayi,Positive,0.31515734265734263,0.4660052447552448
Burner - Free Phone Number,Positive,0.06530092592592592,0.6361111111111111
Buscapé - Ofertas e descontos,Positive,0.4708333333333334,0.485978835978836
Business Calendar 2,Positive,0.20114111302290014,0.46938575498575497
Butterfly Live Wallpaper,Positive,0.390275974025974,0.503655303030303
Buzz Launcher-Smart&Free Theme,Positive,0.20134484370347466,0.5776225692297121
"BuzzFeed: News, Tasty, Quizzes",Positive,0.1992963335568969,0.4749871450927789
"BÁO MỚI - Đọc Báo, Tin Tức 24h",Positive,0.10828208556149731,0.41728015448603684
C Programming,Positive,0.2768000669964955,0.541011544011544
C++ Programming,Positive,0.19645104943282027,0.5534449571775961
