,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
401,2GIS: directory & navigator,TRAVEL_AND_LOCAL,4.5,768833,Varies with device,50000000,Free,0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device,Positive,0.2231290426587301,0.3966579365079365
402,GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,4.1M,10000000,Free,0,Everyone,Travel & Local,"June 13, 2018",8.1.171,4.0 and up,Positive,0.3980736961451247,0.4026825396825397
403,Google,TOOLS,4.4,8033493,Varies with device,1000000000,Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,Positive,0.2603594687476266,0.4927439336978811
404,Google,TOOLS,4.4,8021623,Varies with device,1000000000,Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,Positive,0.2603594687476266,0.4927439336978811
405,Google Translate,TOOLS,4.4,5745093,Varies with device,500000000,Free,0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device,Positive,0.2141666666666666,0.4899999999999999
406,Google Translate,TOOLS,4.4,5741684,Varies with device,500000000,Free,0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device,Positive,0.2141666666666666,0.4899999999999999
407,Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663,15M,100000000,Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,Positive,0.2785210969585969,0.4570770895770896
408,Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15M,100000000,Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,Positive,0.2785210969585969,0.4570770895770896
409,Device Help,TOOLS,4.2,28860,Varies with device,100000000,Free,0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,Positive,0.0963957382707382,0.3562866225366225
410,Account Manager,TOOLS,4.1,76604,Varies with device,100000000,Free,0,Everyone,Tools,"July 27, 2016",Varies with device,Varies with device,Negative,-0.0876352028127596,0.4564656849884123
411,File Manager,TOOLS,4.6,739329,Varies with device,50000000,Free,0,Everyone,Tools,"April 17, 2018",Varies with device,Varies with device,Neutral,0.0618328168044077,0.3133000459136822
412,"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,7.5M,10000000,Free,0,Everyone,Tools,"July 31, 2018",v8.0.1.8.0629.1,4.2 and up,Neutral,-0.0375,0.1541666666666666
413,ASUS Sound Recorder,TOOLS,4.5,34126,Varies with device,10000000,Free,0,Everyone,Tools,"July 13, 2018",Varies with device,Varies with device,Positive,0.5167708333333333,0.5952976190476191
414,Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5M,10000000,Free,0,Everyone,Tools,"July 18, 2018",1.0.204375696,5.0 and up,Positive,0.1306823310132133,0.5235522935864323
415,File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,7.6M,10000000,Free,0,Everyone,Tools,"August 3, 2018",v7.0.7.1.0625.1_06_0629,5.0 and up,Neutral,0.2146464646464646,0.3605555555555556
416,HTC Lock Screen,TOOLS,4.1,28250,Varies with device,10000000,Free,0,Everyone,Tools,"March 21, 2017",Varies with device,Varies with device,Negative,0.0314881877381877,0.4492459777876444
417,Gboard - the Google Keyboard,TOOLS,4.2,1859115,Varies with device,500000000,Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,Positive,0.0645865156103643,0.5171716244977523
418,Gboard - the Google Keyboard,TOOLS,4.2,1859109,Varies with device,500000000,Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,Positive,0.0645865156103643,0.5171716244977523
419,Gboard - the Google Keyboard,TOOLS,4.2,1855262,Varies with device,500000000,Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,Positive,0.0645865156103643,0.5171716244977523
420,AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1M,10000000,Free,0,Everyone,Tools,"April 26, 2018",3.2,4.1 and up,Positive,0.1895487012987013,0.4328650238650239
421,HTC Sense Input,TOOLS,3.4,17030,Varies with device,10000000,Free,0,Everyone,Tools,"May 12, 2017",Varies with device,Varies with device,Positive,0.0246681547619047,0.4201793154761905
422,App vault,TOOLS,3.4,25094,Varies with device,10000000,Free,0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,Negative,-0.0435350576073232,0.4761634199134199
423,DuraSpeed,TOOLS,3.8,5431,1.3M,10000000,Free,0,Everyone,Tools,"November 13, 2017",1.5.0,6.0 and up,Neutral,-0.0340440115440115,0.3966870516870516
424,Digital Alarm Clock,TOOLS,4.2,118439,16M,10000000,Free,0,Everyone,Tools,"June 19, 2018",10.4,4.4 and up,Positive,0.3410732909398732,0.480794760360488
425,Alarm Clock Free,TOOLS,4.0,59973,11M,10000000,Free,0,Everyone,Tools,"March 16, 2018",1.2.5,4.0 and up,Positive,0.1557617749897161,0.356840342197485
426,High-Powered Flashlight,TOOLS,4.5,429580,Varies with device,10000000,Free,0,Everyone,Tools,"March 16, 2018",Varies with device,Varies with device,Positive,0.3389572975023343,0.5057320261437909
427,Flashlight & LED Torch,TOOLS,4.3,111507,Varies with device,10000000,Free,0,Everyone,Tools,"December 29, 2017",Varies with device,Varies with device,Neutral,0.2497333333333333,0.2581777777777778
428,Color Flashlight,TOOLS,4.2,472904,Varies with device,50000000,Free,0,Everyone,Tools,"December 14, 2017",Varies with device,Varies with device,Positive,0.1758333333333333,0.5264898989898991
429,Flashlight,TOOLS,4.7,115409,Varies with device,10000000,Free,0,Everyone,Tools,"August 6, 2018",Varies with device,Varies with device,Positive,0.4054000850340136,0.6072482993197279
430,Flashlight,TOOLS,4.5,162335,4.9M,10000000,Free,0,Everyone,Tools,"July 6, 2018",8.10.1,4.0 and up,Positive,0.4054000850340136,0.6072482993197279
431,Flashlight HD LED,TOOLS,4.3,618918,Varies with device,50000000,Free,0,Everyone,Tools,"July 28, 2018",Varies with device,Varies with device,Positive,0.4522039981091705,0.6406517141861969
432,Flashlight - Torch LED Light,TOOLS,4.4,192661,8.5M,10000000,Free,0,Everyone,Tools,"July 7, 2018",2.4.1,4.1 and up,Positive,0.4045251322751323,0.5391269841269841
433,Calculator Plus Free,TOOLS,4.6,679912,Varies with device,10000000,Free,0,Everyone,Tools,"July 27, 2018",Varies with device,Varies with device,Positive,0.1666666666666666,0.6307142857142858
434,ConvertPad - Unit Converter,TOOLS,4.4,90831,4.3M,10000000,Free,0,Everyone,Tools,"June 18, 2017",3.1.00,4.2 and up,Positive,0.2234497294372294,0.4877968825156324
435,Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,8.2M,50000000,Free,0,Everyone,Tools,"August 6, 2018",6.1.0,4.1 and up,Positive,0.2517647058823529,0.3932843137254902
436,"GO Keyboard - Cute Emojis, Themes and GIFs",TOOLS,4.5,4594198,Varies with device,100000000,Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,Positive,0.2239008620689655,0.3106130268199233
437,Google Handwriting Input,TOOLS,4.3,94427,Varies with device,10000000,Free,0,Everyone,Tools,"August 2, 2018",Varies with device,Varies with device,Positive,0.2541081871345029,0.3932984705353126
438,CM Locker - Security Lockscreen,TOOLS,4.6,3090727,Varies with device,100000000,Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,Positive,0.2400545230424798,0.480303944163994
439,CM Locker - Security Lockscreen,TOOLS,4.6,3090680,Varies with device,100000000,Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,Positive,0.2400545230424798,0.480303944163994
440,AppLock - Fingerprint,TOOLS,4.4,745245,3.5M,10000000,Free,0,Everyone,Tools,"April 13, 2018",7.2.0,2.3 and up,Positive,0.2099395141895141,0.5643250329105592
441,"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776,17M,100000000,Free,0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,Positive,0.2824789562289562,0.5911111111111111
442,"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6700847,17M,100000000,Free,0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,Positive,0.2824789562289562,0.5911111111111111
443,Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,12M,10000000,Free,0,Everyone,Personalization,"June 11, 2018",3.5,4.1 and up,Positive,0.1597303921568627,0.6061519607843138
444,Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,3.0M,10000000,Free,0,Teen,Personalization,"August 9, 2017",2.6.0,4.0 and up,Positive,0.264431758056758,0.599070847362514
445,"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14M,100000000,Free,0,Everyone,Personalization,"August 6, 2018",3.9.7,4.0.3 and up,Positive,0.4474731182795698,0.5185483870967742
446,Apex Launcher,PERSONALIZATION,4.3,266401,Varies with device,10000000,Free,0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device,Positive,0.1061327486171236,0.4681670875420875
447,Apex Launcher,PERSONALIZATION,4.3,266402,Varies with device,10000000,Free,0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device,Positive,0.1061327486171236,0.4681670875420875
448,Apex Launcher,PERSONALIZATION,4.3,266434,Varies with device,10000000,Free,0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device,Positive,0.1061327486171236,0.4681670875420875
449,ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,9.8M,10000000,Free,0,Everyone,Personalization,"December 1, 2017",2.0.0.39_171124,5.0 and up,Positive,0.0763888888888888,0.4430555555555555
450,Best Wallpapers QHD,PERSONALIZATION,4.4,294701,5.1M,10000000,Free,0,Teen,Personalization,"March 17, 2018",2.85,4.0.3 and up,Positive,0.4722514455782313,0.6184401360544217
451,Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,3.3M,10000000,Free,0,Everyone,Personalization,"October 27, 2017",4.0,4.1 and up,Positive,0.2051790633608815,0.5650367309458219
452,Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,853k,10000000,Free,0,Everyone,Personalization,"May 1, 2014",2.41,2.1 and up,Positive,0.2475675681057625,0.6578138425360648
453,Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,6.4M,10000000,Free,0,Everyone,Personalization,"July 24, 2018",4.0.0.7,4.4 and up,Positive,0.253524397462264,0.4823173608730793
454,Backgrounds HD (Wallpapers),PERSONALIZATION,4.6,2390185,Varies with device,100000000,Free,0,Teen,Personalization,"August 4, 2018",Varies with device,Varies with device,Positive,0.3538759018759018,0.5209487734487734
455,Backgrounds HD (Wallpapers),PERSONALIZATION,4.6,2390099,Varies with device,100000000,Free,0,Teen,Personalization,"August 4, 2018",Varies with device,Varies with device,Positive,0.3538759018759018,0.5209487734487734
456,Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13M,10000000,Free,0,Everyone,Personalization,"November 13, 2017",1.9.7.07,4.0.3 and up,Positive,0.2013448437034746,0.5776225692297121
457,"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591941,Varies with device,100000000,Free,0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device,Positive,0.3074404215313306,0.502509237395601
458,"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591610,Varies with device,100000000,Free,0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device,Positive,0.3074404215313306,0.502509237395601
459,"All-In-One Toolbox: Cleaner, Booster, App Manager",PRODUCTIVITY,4.7,536926,Varies with device,10000000,Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,Positive,0.2673350933578206,0.5456981066071975
460,Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016297,Varies with device,100000000,Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,Positive,0.1550616629812231,0.4871584284200024
461,Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016305,Varies with device,100000000,Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,Positive,0.1550616629812231,0.4871584284200024
462,Adobe Acrobat Reader,PRODUCTIVITY,4.3,3014548,Varies with device,100000000,Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,Positive,0.1550616629812231,0.4871584284200024
463,Chrome Beta,PRODUCTIVITY,4.4,228794,Varies with device,10000000,Free,0,Everyone,Productivity,"August 6, 2018",68.0.3440.91,Varies with device,Positive,0.2316251724639882,0.3778816200855674
464,Chrome Beta,PRODUCTIVITY,4.4,228755,Varies with device,10000000,Free,0,Everyone,Productivity,"July 19, 2018",68.0.3440.70,Varies with device,Positive,0.2316251724639882,0.3778816200855674
465,Google PDF Viewer,PRODUCTIVITY,4.2,226456,Varies with device,10000000,Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,Positive,0.1004104211760461,0.4412866107933072
466,Google PDF Viewer,PRODUCTIVITY,4.2,226456,Varies with device,10000000,Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,Positive,0.1004104211760461,0.4412866107933072
467,Google PDF Viewer,PRODUCTIVITY,4.2,226453,Varies with device,10000000,Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,Positive,0.1004104211760461,0.4412866107933072
468,Calculator - unit converter,PRODUCTIVITY,4.7,287250,Varies with device,50000000,Free,0,Everyone,Productivity,"May 9, 2018",Varies with device,Varies with device,Positive,0.1833333333333333,0.5333333333333333
469,Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,100000000,Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,Positive,0.1000168700347271,0.4888327030112744
470,Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,100000000,Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,Positive,0.1000168700347271,0.4888327030112744
471,Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,100000000,Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,Positive,0.1000168700347271,0.4888327030112744
472,Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,100000000,Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,Positive,0.1000168700347271,0.4888327030112744
473,ASUS SuperNote,PRODUCTIVITY,4.5,26559,Varies with device,10000000,Free,0,Everyone,Productivity,"April 14, 2017",Varies with device,Varies with device,Positive,0.1927914235522931,0.484638308551352
474,HTC File Manager,PRODUCTIVITY,4.2,13500,Varies with device,10000000,Free,0,Everyone,Productivity,"December 11, 2017",Varies with device,Varies with device,Neutral,0.0889490139490139,0.261050986050986
475,Dropbox,PRODUCTIVITY,4.4,1861310,61M,500000000,Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,Positive,0.2363305250579099,0.4436356041619199
476,Dropbox,PRODUCTIVITY,4.4,1861309,61M,500000000,Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,Positive,0.2363305250579099,0.4436356041619199
477,Dropbox,PRODUCTIVITY,4.4,1860844,61M,500000000,Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,Positive,0.2363305250579099,0.4436356041619199
478,ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6M,10000000,Free,0,Everyone,Productivity,"April 11, 2018",1.10.0.33_180403,5.0 - 8.0,Neutral,0.0291666666666666,0.3333333333333333
479,HTC Calendar,PRODUCTIVITY,3.9,6949,Varies with device,10000000,Free,0,Everyone,Productivity,"December 27, 2017",Varies with device,Varies with device,Negative,-0.0376262626262626,0.694949494949495
480,ASUS Calling Screen,PRODUCTIVITY,4.2,102451,Varies with device,10000000,Free,0,Everyone,Productivity,"March 15, 2018",Varies with device,Varies with device,Neutral,0.0631639309764309,0.4153295604858105
481,HTC Mail,PRODUCTIVITY,3.1,6572,Varies with device,10000000,Free,0,Everyone,Productivity,"May 29, 2018",Varies with device,Varies with device,Positive,0.0787479282869907,0.4266290501826216
482,Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5M,50000000,Free,0,Everyone,Productivity,"August 7, 2016",2.2.1B216,2.3.3 and up,Positive,0.1388515211640211,0.43680291005291
483,Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,Varies with device,50000000,Free,0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device,Positive,0.1682022607022607,0.3273473530826472
484,Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,Varies with device,50000000,Free,0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device,Positive,0.1682022607022607,0.3273473530826472
485,"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298843,Varies with device,10000000,Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,Positive,0.2160376372797108,0.4500429534831867
486,"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298854,Varies with device,10000000,Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,Positive,0.2160376372797108,0.4500429534831867
487,"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298854,Varies with device,10000000,Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,Positive,0.2160376372797108,0.4500429534831867
488,Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1M,10000000,Free,0,Everyone,Productivity,"June 20, 2018",2.4.5,4.1 and up,Positive,0.4358370518370518,0.5656775421363334
489,File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2M,50000000,Free,0,Everyone,Productivity,"July 2, 2018",6.4.0,4.0 and up,Positive,0.1119917929292929,0.4526994949494949
490,Google Slides,PRODUCTIVITY,4.2,244567,Varies with device,100000000,Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,Positive,0.9333333333333332,0.9166666666666666
491,ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017,Varies with device,100000000,Free,0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device,Positive,0.2756545646595997,0.5111720565841794
492,ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017,Varies with device,100000000,Free,0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device,Positive,0.2756545646595997,0.5111720565841794
493,AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2053404,Varies with device,50000000,Free,0,Everyone,Weather,"August 6, 2018",Varies with device,Varies with device,Positive,0.2007233097577335,0.4937064606400544
494,AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2052407,Varies with device,50000000,Free,0,Everyone,Weather,"August 2, 2018",Varies with device,Varies with device,Positive,0.2007233097577335,0.4937064606400544
495,"GO Weather - Widget, Theme, Wallpaper, Efficient",WEATHER,4.5,1422858,Varies with device,50000000,Free,0,Everyone,Weather,"August 3, 2018",Varies with device,Varies with device,Positive,0.3334000273124918,0.4387031024531024
496,HTC Weather,WEATHER,3.9,22154,Varies with device,10000000,Free,0,Everyone,Weather,"August 10, 2017",8.50.935520,4.4 and up,Positive,0.0676248306201405,0.4530939659755449
497,HTC Gallery,VIDEO_PLAYERS,4.1,45744,Varies with device,10000000,Free,0,Everyone,Video Players & Editors,"June 3, 2016",9.51.755029,4.4 and up,Positive,0.0315439954390847,0.4448680287966002
498,BBC News,NEWS_AND_MAGAZINES,4.3,296781,Varies with device,10000000,Free,0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,Positive,0.0969990437252342,0.3889242004321369
499,BBC News,NEWS_AND_MAGAZINES,4.3,296781,Varies with device,10000000,Free,0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,Positive,0.0969990437252342,0.3889242004321369
500,BBC News,NEWS_AND_MAGAZINES,4.3,296781,Varies with device,10000000,Free,0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,Positive,0.0969990437252342,0.3889242004321369
501,CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,10000000,Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,Positive,0.0573478889661925,0.5081744708841328
502,CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,10000000,Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,Positive,0.0573478889661925,0.5081744708841328
503,CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,10000000,Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,Positive,0.0573478889661925,0.5081744708841328
504,"Dailyhunt (Newshunt) - Latest News, Viral Videos",NEWS_AND_MAGAZINES,4.3,948198,Varies with device,50000000,Free,0,Teen,News & Magazines,"July 19, 2018",Varies with device,Varies with device,Negative,-0.0661458333333333,0.5541666666666667
505,Google News,NEWS_AND_MAGAZINES,3.9,877635,13M,1000000000,Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,Positive,0.093916740226264,0.4967756013093314
506,Google News,NEWS_AND_MAGAZINES,3.9,877635,13M,1000000000,Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,Positive,0.093916740226264,0.4967756013093314
507,Google News,NEWS_AND_MAGAZINES,3.9,877643,13M,1000000000,Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,Positive,0.093916740226264,0.4967756013093314
508,Google News,NEWS_AND_MAGAZINES,3.9,878065,13M,1000000000,Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,Positive,0.093916740226264,0.4967756013093314
509,Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284017,Varies with device,500000000,Free,0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,Positive,0.385865003052503,0.4338217338217338
510,Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284017,Varies with device,500000000,Free,0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,Positive,0.385865003052503,0.4338217338217338
511,Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284018,Varies with device,500000000,Free,0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,Positive,0.385865003052503,0.4338217338217338
512,Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27M,10000000,Free,0,Everyone,News & Magazines,"July 25, 2018",5.9.1.1347176.a3ca6ab274,4.4 and up,Neutral,0.0547054473304473,0.3379659090909091
513,Akinator,FAMILY,4.3,1805398,55M,50000000,Free,0,Teen,Entertainment,"June 11, 2018",6.5.2,4.4 and up,Positive,-0.0148988896693203,0.4953002693665287
514,Build a Bridge!,FAMILY,4.6,263454,74M,10000000,Free,0,Everyone,Puzzle,"August 2, 2018",2.1.1,4.1 and up,Positive,0.0883563101949729,0.5132795923161372
515,Azar,COMMUNICATION,4.2,1092337,Varies with device,50000000,Free,0,Mature 17+,Communication,"July 24, 2018",Varies with device,Varies with device,Positive,0.068403809175803,0.4817058198444068
516,Asphalt 8: Airborne,GAME,4.5,8389714,92M,100000000,Free,0,Teen,Racing,"July 4, 2018",3.7.1a,4.0.3 and up,Positive,0.0044504107258209,0.5135438903805984
517,Basketball Stars,SPORTS,4.4,867920,45M,10000000,Free,0,Everyone,Sports,"July 14, 2018",1.16.2,4.0.3 and up,Positive,0.0139051126856269,0.4871262763528012
518,Fake Call - Fake Caller ID,PRODUCTIVITY,4.3,154668,Varies with device,10000000,Free,0,Everyone,Productivity,"August 2, 2018",Varies with device,Varies with device,Positive,0.2977941730740238,0.4860976502767548
519,AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24M,10000000,Free,0,Everyone,Productivity,"July 23, 2018",4.5.19,4.4 and up,Positive,0.1196011954866121,0.4872144310165143
520,Bible,BOOKS_AND_REFERENCE,4.7,2440695,Varies with device,100000000,Free,0,Teen,Books & Reference,"August 2, 2018",Varies with device,Varies with device,Positive,0.363495437391217,0.5336252466987003
521,Hay Day,FAMILY,4.5,10053186,94M,100000000,Free,0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up,Positive,0.0195723487398422,0.5036815863370004
522,Bad Piggies,FAMILY,4.3,1168959,66M,50000000,Free,0,Everyone,Puzzle,"May 3, 2017",2.3.3,4.1 and up,Negative,0.0079406596488457,0.5389492408533662
523,Dumb Ways to Die 2: The Games,FAMILY,4.2,1671658,Varies with device,50000000,Free,0,Teen,Casual,"July 12, 2018",Varies with device,Varies with device,Positive,0.0272082492394992,0.4694232381732382
524,AppLock,TOOLS,4.4,4931562,Varies with device,100000000,Free,0,Everyone,Tools,"June 11, 2018",Varies with device,Varies with device,Negative,0.0162333499833499,0.4999414474414474
525,Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91M,10000000,Free,0,Teen,Role Playing,"July 3, 2018",1.021.10,4.1 and up,Positive,0.0808591664302891,0.5053262068732377
526,A+ Gallery - Photos & Videos,PHOTOGRAPHY,4.5,223941,Varies with device,10000000,Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,Positive,0.2088149162103866,0.4028702781925778
